gsis_id,sleeper_id,full_name,position,team,age,status,report_status,games,raw_ppg,proj_ppg,adj_ppg,adj_note,replacement_ppg,remaining,absence_now,base_miss_rate,most_common_injury,exp_games,availability,exp_ppg,vorp,value,overall_rank,pos_rank
00-0039626,12210,Cole Burgess,WR,PIT,26.6,RES,,0,,10.43,0.0,,10.43,16,8.8,0.249,,5.4,0.34,3.53,0.0,0.0,365,134
00-0040075,12699,LaJohntay Wester,WR,BAL,24.4,ACT,,2,1.89,7.81,0.0,,10.43,16,0.0,0.092,,14.5,0.91,7.09,-38.2,0.0,366,135
00-0035631,6001,Drew Sample,TE,CIN,30.4,ACT,,24,3.07,4.48,0.0,,9.01,16,0.0,0.04,,15.4,0.96,4.3,-69.6,0.0,367,83
00-0037093,8527,Dareke Young,WR,LV,27.2,ACT,,1,2.2,9.52,0.0,,10.43,16,0.0,0.202,Hamstring,12.8,0.8,7.6,-11.7,0.0,368,136
00-0041044,13320,Zachariah Branch,WR,ATL,22.4,ACT,,1,0.0,8.41,0.0,,10.43,16,0.0,0.154,,13.5,0.85,7.12,-27.3,0.0,369,137
00-0029892,1379,Kyle Juszczyk,RB,SF,35.4,ACT,,29,3.85,5.02,0.0,,9.22,16,0.0,0.054,,15.1,0.95,4.75,-63.6,0.0,370,101
00-0036265,6828,AJ Dillon,RB,CAR,28.3,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.046,,15.3,0.95,8.8,0.0,0.0,371,102
00-0041414,,Matthew Caldwell,QB,LA,23.3,RES,,0,,17.36,0.0,,17.36,16,8.8,0.195,,5.8,0.36,6.29,0.0,0.0,372,50
00-0040737,12487,Terrance Ferguson,TE,LA,23.5,ACT,,11,4.51,5.98,0.0,,9.01,16,0.0,0.1,,14.4,0.9,5.38,-43.7,0.0,373,84
00-0040177,12467,Jordan James,RB,SF,22.4,ACT,,0,,9.22,0.0,,9.22,16,0.0,0.085,,14.6,0.92,8.44,0.0,0.0,374,103
00-0037031,8107,Nikola Kalinic,TE,CHI,29.6,RES,,0,,9.01,0.0,,9.01,16,8.8,0.191,,5.8,0.36,3.28,0.0,0.0,375,85
00-0037311,8484,Ko Kieft,TE,TB,28.6,ACT,,1,0.0,8.01,0.0,,9.01,16,0.0,0.309,,11.1,0.69,5.54,-11.1,0.0,376,86
00-0041568,13275,Ty Simpson,QB,LA,23.7,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,377,51
00-0039062,10225,Jonathan Mingo,WR,DAL,25.4,ACT,,17,1.37,4.69,0.0,,10.43,16,0.0,0.191,Knee,12.9,0.81,3.8,-74.3,0.0,378,138
00-0039074,10214,Davis Allen,TE,LA,25.6,ACT,,20,3.73,5.04,0.0,,9.01,16,0.0,0.098,Back,14.4,0.9,4.55,-57.3,0.0,379,87
00-0039792,11629,Devontez Walker,WR,BAL,25.2,ACT,,5,6.81,8.8,0.0,,10.43,16,0.0,0.081,Oblique,14.7,0.92,8.08,-24.1,0.0,380,139
00-0034775,4950,Christian Kirk,WR,SF,29.8,RES,,19,5.8,7.14,0.0,,10.43,16,8.8,0.338,Collarbone,4.8,0.3,2.13,-15.7,0.0,381,140
00-0038090,8168,Skyy Moore,WR,GB,26.0,ACT,,3,0.97,8.49,0.0,,10.43,16,0.0,0.27,,11.7,0.73,6.2,-22.7,0.0,382,141
00-0040894,13329,Malik Benson,WR,LV,23.9,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,383,142
00-0038476,11292,Tommy DeVito,QB,NE,28.1,ACT,,2,6.49,15.67,0.0,,17.36,16,0.0,0.028,,15.6,0.97,15.23,-26.3,0.0,384,52
00-0035264,6136,Jarrett Stidham,QB,DEN,30.1,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.028,,15.6,0.97,16.88,0.0,0.0,385,53
00-0040668,12524,Shedeur Sanders,QB,CLE,24.6,ACT,,8,10.58,13.18,0.0,,17.36,16,0.0,0.041,,15.3,0.96,12.64,-64.2,0.0,386,54
00-0035544,6588,Tom Kennedy,WR,DET,30.1,ACT,,1,7.6,9.99,0.0,,10.43,16,0.0,0.089,,14.6,0.91,9.1,-6.5,0.0,387,143
00-0037197,8205,Isiah Pacheco,RB,DET,27.5,RES,,20,6.66,7.36,0.0,,9.22,16,8.8,0.334,Rib,4.8,0.3,2.21,-8.9,0.0,388,104
00-0038551,9757,Kendre Miller,RB,NO,24.2,ACT,,9,7.14,8.12,0.0,,9.22,16,0.0,0.43,Hamstring,9.1,0.57,4.63,-10.1,0.0,389,105
00-0038783,11433,Nate Adkins,TE,DEN,27.1,ACT,,21,2.88,4.82,0.0,,9.01,16,0.0,0.209,Knee,12.7,0.79,3.81,-53.1,0.0,390,88
00-0038794,11439,Jaleel McLaughlin,RB,CLE,26.0,ACT,,16,6.46,7.55,0.0,,9.22,16,0.0,0.073,Quadricep,14.8,0.93,7.0,-24.8,0.0,391,106
00-0040583,12474,Woody Marks,RB,HOU,25.7,ACT,,16,9.07,9.11,0.0,,9.22,16,0.0,0.077,,14.8,0.92,8.41,-1.6,0.0,392,107
00-0038400,9230,Tanner McKee,QB,PHI,26.3,ACT,,4,9.75,14.36,0.0,,17.36,16,0.0,0.05,Thumb,15.2,0.95,13.64,-45.6,0.0,393,55
00-0032464,3634,Kalif Raymond,WR,CHI,32.1,ACT,,19,7.13,8.12,0.0,,10.43,16,0.0,0.182,Ankle,13.1,0.82,6.64,-30.3,0.0,394,144
00-0041314,,Tanner Arkin,TE,NE,23.2,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,395,89
00-0031484,3048,Chris Manhertz,TE,NYG,34.4,ACT,,10,1.14,4.83,0.0,,9.01,16,0.0,0.04,,15.4,0.96,4.64,-64.2,0.0,396,90
00-0041013,13337,Emmett Johnson,RB,KC,22.9,ACT,,1,8.8,9.14,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.66,-1.1,0.0,397,108
00-0036425,6931,DeeJay Dallas,RB,MIN,28.0,ACT,,1,7.1,9.02,0.0,,9.22,16,0.0,0.061,,15.0,0.94,8.47,-2.9,0.0,398,109
00-0039021,10235,Roschon Johnson,RB,CHI,25.6,ACT,,12,5.98,7.62,0.0,,9.22,16,0.0,0.26,Concussion,11.8,0.74,5.64,-18.9,0.0,399,110
00-0036429,7075,Charlie Woerner,TE,ATL,28.9,ACT,,18,1.53,3.86,0.0,,9.01,16,0.0,0.064,Concussion,15.0,0.94,3.61,-77.2,0.0,400,91
00-0037327,8206,Skylar Thompson,QB,BAL,29.2,RES,,2,3.95,15.95,0.0,,17.36,16,4.0,0.382,Hamstring,7.4,0.46,7.39,-10.5,0.0,401,56
00-0039901,11637,Keon Coleman,WR,BUF,23.3,ACT,,26,7.77,8.42,0.0,,10.43,16,0.0,0.093,Wrist,14.5,0.91,7.63,-29.3,0.0,402,145
00-0040669,12535,Isaac TeSlaa,WR,DET,24.5,ACT,,13,5.43,6.91,0.0,,10.43,16,0.0,0.092,,14.5,0.91,6.27,-51.2,0.0,403,146
00-0040590,12718,Konata Mumpfield,WR,LA,23.9,ACT,,10,2.2,4.96,0.0,,10.43,16,0.0,0.081,,14.7,0.92,4.55,-80.6,0.0,404,147
00-0036945,7591,Justin Fields,QB,KC,27.5,ACT,,15,16.35,16.73,0.0,,17.36,16,0.0,0.144,Concussion,13.7,0.86,14.32,-8.7,0.0,405,57
00-0036849,7562,Tutu Atwell,WR,LA,26.9,ACT,,17,5.63,7.37,0.0,,10.43,16,0.0,0.165,Hamstring,13.4,0.84,6.15,-41.0,0.0,406,148
00-0035208,6271,Olamide Zaccheaus,WR,ATL,29.1,ACT,,31,6.25,7.13,0.0,,10.43,16,0.0,0.055,,15.1,0.94,6.73,-50.0,0.0,407,149
00-0040194,12658,Jackson Hawes,TE,BUF,25.7,ACT,,12,4.0,5.63,0.0,,9.01,16,0.0,0.089,,14.6,0.91,5.13,-49.3,0.0,408,92
00-0037324,8413,Chris Oladokun,QB,KC,29.0,RES,,3,3.64,11.89,0.0,,17.36,16,4.0,0.113,,10.6,0.67,7.91,-58.3,0.0,409,58
00-0037545,8676,Rashid Shaheed,WR,SEA,28.0,ACT,,24,8.71,9.11,0.0,,10.43,16,0.0,0.257,Knee,11.9,0.74,6.77,-15.8,0.0,410,150
00-0037801,8917,KaVontae Turpin,WR,DAL,30.1,ACT,,22,5.38,6.74,0.0,,10.43,16,0.0,0.088,Foot,14.6,0.91,6.15,-53.9,0.0,411,151
00-0040785,13264,Dohnte Meyers,WR,CIN,26.2,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.143,,13.7,0.86,8.94,0.0,0.0,412,152
00-0041056,13303,Cade Klubnik,QB,NYJ,22.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.09,,14.6,0.91,15.8,0.0,0.0,413,59
00-0039824,11595,Jared Wiley,TE,KC,25.8,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.249,Knee,12.0,0.75,6.77,0.0,0.0,414,93
00-0040890,13413,Cyrus Allen,WR,KC,23.6,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,415,153
00-0040189,12493,Oronde Gadsden II,TE,LAC,23.2,ACT,,15,8.38,8.56,0.0,,9.01,16,0.0,0.1,,14.4,0.9,7.7,-6.6,0.0,416,94
00-0036988,7670,Josh Palmer,WR,BUF,26.9,ACT,,27,5.41,6.58,0.0,,10.43,16,0.0,0.108,Foot,14.3,0.89,5.87,-55.0,0.0,417,154
00-0036754,7891,Brock Wright,TE,DET,27.8,ACT,,20,3.56,5.21,0.0,,9.01,16,0.0,0.172,Neck,13.2,0.83,4.31,-50.4,0.0,418,95
00-0040964,13778,EJ Smith,RB,KC,,RES,,0,,9.22,0.0,,9.22,16,4.0,0.213,,9.4,0.59,5.44,0.0,0.0,419,111
00-0039244,11963,Chris Collier,RB,LV,26.4,RES,,1,1.2,8.42,0.0,,9.22,16,8.8,0.162,,6.0,0.38,3.18,-4.8,0.0,420,112
00-0035710,5870,Daniel Jones,QB,IND,29.3,ACT,,24,15.36,15.88,0.0,,17.36,16,0.0,0.119,Fibula,14.1,0.88,13.99,-20.9,0.0,421,60
00-0040888,13302,Adam Randall,RB,BAL,22.1,RES,,0,,9.22,0.0,,9.22,16,8.8,0.267,,5.3,0.33,3.04,0.0,0.0,422,113
00-0036842,7720,Kene Nwangwu,RB,NYJ,28.6,ACT,Out,1,1.8,7.83,0.0,,9.22,16,2.6,0.272,Back,9.8,0.61,4.79,-13.6,0.0,423,114
00-0038614,10994,Scott Matlock,RB,LAC,26.2,RES,,16,1.48,4.39,0.0,,9.22,16,8.8,0.089,,6.6,0.41,1.8,-31.7,0.0,424,115
00-0040743,12545,Tyler Shough,QB,NO,26.9,ACT,,11,17.15,17.22,0.0,,17.36,16,0.0,0.045,,15.3,0.96,16.44,-2.2,0.0,425,61
00-0041005,,Corey Rucker,WR,LV,24.2,RES,,0,,10.43,0.0,,10.43,16,8.8,0.279,,5.2,0.32,3.39,0.0,0.0,426,155
00-0030565,1373,Geno Smith,QB,NYJ,35.9,ACT,,33,12.71,13.64,0.0,,17.36,16,0.0,0.065,Ankle,15.0,0.94,12.75,-55.7,0.0,427,62
00-0040237,12485,Tez Johnson,WR,TB,24.3,ACT,,13,6.03,7.41,0.0,,10.43,16,0.0,0.092,,14.5,0.91,6.73,-44.0,0.0,428,156
00-0036646,7812,Simi Fehoko,WR,ARI,28.8,ACT,,6,2.25,7.7,0.0,,10.43,16,0.0,0.383,,9.9,0.62,4.75,-27.0,0.0,429,157
00-0040705,12540,Chimere Dike,WR,TEN,24.7,ACT,,16,8.32,8.89,0.0,,10.43,16,0.0,0.092,,14.5,0.91,8.07,-22.5,0.0,430,158
00-0039150,9228,Bryce Young,QB,CAR,25.1,ACT,,29,15.84,16.15,0.0,,17.36,16,0.0,0.028,,15.6,0.97,15.7,-18.8,0.0,431,63
00-0040504,,Bryson Nesbit,TE,MIN,23.9,RES,,0,,9.01,0.0,,9.01,16,4.0,0.255,,8.9,0.56,5.04,0.0,0.0,432,96
00-0039880,11610,Malik Washington,WR,MIA,25.9,ACT,,32,6.15,6.96,0.0,,10.43,16,0.0,0.1,Quadricep,14.4,0.9,6.27,-50.0,0.0,433,159
00-0033375,4351,Tim Patrick,WR,NYJ,32.8,RES,,22,5.89,7.19,0.0,,10.43,16,8.8,0.109,Groin,6.4,0.4,2.88,-20.8,0.0,434,160
00-0037837,8125,Calvin Austin III,WR,NYG,27.4,RES,,30,6.61,7.46,0.0,,10.43,16,8.8,0.146,Hamstring,6.2,0.38,2.87,-18.3,0.0,435,161
00-0031595,2471,Michael Burton,RB,CLE,34.6,ACT,,3,2.52,7.82,0.0,,9.22,16,0.0,0.375,,10.0,0.62,4.89,-14.0,0.0,436,116
00-0040589,12477,Kurtis Rourke,QB,SF,25.9,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.514,Knee,7.8,0.49,8.44,0.0,0.0,437,64
00-0034771,4972,Mason Rudolph,QB,PIT,31.1,ACT,,10,10.68,13.94,0.0,,17.36,16,0.0,0.028,,15.6,0.97,13.55,-53.3,0.0,438,65
00-0033119,3257,Jacoby Brissett,QB,ARI,33.7,ACT,,19,16.97,17.07,0.0,,17.36,16,0.0,0.028,,15.6,0.97,16.59,-4.6,0.0,439,66
00-0034829,4993,Mike Gesicki,TE,CIN,30.9,ACT,,29,8.22,8.39,0.0,,9.01,16,0.0,0.115,Pectoral,14.2,0.88,7.43,-8.8,0.0,440,97
00-0036550,7571,Rashod Bateman,WR,BAL,26.8,ACT,,30,6.21,7.14,0.0,,10.43,16,0.0,0.089,Ankle,14.6,0.91,6.5,-48.0,0.0,441,162
00-0040506,13075,Myles Price,WR,MIN,24.7,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.119,Ankle,14.1,0.88,9.19,0.0,0.0,442,163
00-0040556,12491,Corey Kiner,RB,NE,24.6,ACT,,1,4.8,8.39,0.0,,9.22,16,0.0,0.111,,14.2,0.89,7.46,-11.8,0.0,443,117
00-0036630,7595,Tylan Wallace,WR,CLE,27.3,ACT,,11,1.65,5.43,0.0,,10.43,16,0.0,0.051,,15.2,0.95,5.15,-76.1,0.0,444,164
00-0033526,4147,Samaje Perine,RB,CIN,31.0,ACT,,28,5.85,6.58,0.0,,9.22,16,0.0,0.073,Ankle,14.8,0.93,6.1,-39.2,0.0,445,118
00-0031235,2078,Odell Beckham Jr.,WR,NYG,33.8,ACT,,5,2.61,8.13,0.0,,10.43,16,0.0,0.083,,14.7,0.92,7.46,-33.8,0.0,446,165
00-0040981,13350,Joe Fagnano,QB,BAL,25.4,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.079,,14.7,0.92,15.99,0.0,0.0,447,67
00-0041131,13580,Carsen Ryan,TE,CLE,23.0,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,448,98
00-0038589,10212,Josh Whyle,TE,GB,27.0,ACT,,18,3.41,5.2,0.0,,9.01,16,0.0,0.091,Concussion,14.5,0.91,4.73,-55.5,0.0,449,99
00-0038643,10224,Brayden Willis,TE,SF,26.8,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.084,,14.7,0.92,8.26,0.0,0.0,450,100
00-0037816,8121,Romeo Doubs,WR,NE,26.4,ACT,,30,9.51,9.7,0.0,,10.43,16,0.0,0.108,Concussion,14.3,0.89,8.65,-10.5,0.0,451,166
00-0035644,5857,Noah Fant,TE,NO,28.8,ACT,,28,6.47,7.03,0.0,,9.01,16,0.0,0.121,Ankle,14.1,0.88,6.18,-27.9,0.0,452,101
00-0040718,12530,Travis Hunter,WR,JAX,23.3,ACT,,7,9.42,9.95,0.0,,10.43,16,0.0,0.359,Knee,10.3,0.64,6.38,-4.9,0.0,453,167
00-0040736,12498,Mason Taylor,TE,NYJ,22.3,ACT,,14,6.32,7.16,0.0,,9.01,16,0.0,0.211,Neck,12.6,0.79,5.65,-23.5,0.0,454,102
00-0037252,8172,Greg Dulcich,TE,MIA,26.4,ACT,,13,6.39,7.22,0.0,,9.01,16,0.0,0.066,,14.9,0.93,6.74,-26.8,0.0,455,103
00-0040704,12486,Dillon Gabriel,QB,CLE,25.7,RES,,6,10.8,14.23,0.0,,17.36,16,8.8,0.125,Concussion,6.3,0.39,5.6,-19.8,0.0,456,68
00-0040078,12455,Brashard Smith,RB,KC,23.4,ACT,,4,7.04,8.35,0.0,,9.22,16,0.0,0.085,,14.6,0.92,7.64,-12.8,0.0,457,119
00-0040398,12538,Brady Cook,QB,MIA,24.9,ACT,,5,5.76,11.38,0.0,,17.36,16,0.0,0.057,,15.1,0.94,10.73,-90.2,0.0,458,69
00-0038752,10867,Jake Bobo,WR,SEA,28.1,RES,,11,1.92,5.99,0.0,,10.43,16,8.8,0.149,Concussion,6.1,0.38,2.29,-27.3,0.0,459,168
00-0041483,13349,Eli Stowers,TE,PHI,23.4,RES,,0,,9.01,0.0,,9.01,16,8.8,0.294,Hamstring,5.1,0.32,2.86,0.0,0.0,460,104
00-0034975,5995,Justice Hill,RB,BAL,28.8,ACT,,25,7.08,7.66,0.0,,9.22,16,0.0,0.216,Concussion,12.5,0.78,6.01,-19.5,0.0,461,120
00-0040184,12670,KeAndre Lambert-Smith,WR,LAC,24.9,RES,,5,3.71,7.24,0.0,,10.43,16,8.5,0.119,,6.6,0.41,2.98,-21.0,0.0,462,169
00-0034407,5096,Ray-Ray McCloud,WR,CHI,29.9,RES,,23,6.03,7.42,0.0,,10.43,16,4.0,0.114,Not injury related - other,10.6,0.66,4.93,-32.1,0.0,463,170
00-0040081,12817,Jake Briningstool,TE,KC,23.7,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.572,Hamstring,6.8,0.43,3.86,0.0,0.0,464,105
00-0032398,3269,Chris Moore,WR,BAL,33.2,ACT,,10,4.17,6.59,0.0,,10.43,16,0.0,0.07,,14.9,0.93,6.13,-57.2,0.0,465,171
00-0040164,12641,Jaylin Lane,WR,WAS,24.3,ACT,,13,3.79,5.98,0.0,,10.43,16,0.0,0.147,Ankle,13.6,0.85,5.11,-60.7,0.0,466,172
00-0037594,8254,Julius Chestnut,RB,TEN,25.8,ACT,,2,1.39,7.83,0.0,,9.22,16,0.0,0.052,,15.2,0.95,7.42,-21.1,0.0,467,121
00-0037077,8162,Sam Howell,QB,DAL,26.0,ACT,,1,-0.84,15.74,0.0,,17.36,16,0.0,0.028,,15.6,0.97,15.3,-25.2,0.0,468,70
00-0040225,12715,Thomas Fidone II,TE,NYG,23.9,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.266,Foot,11.7,0.73,6.62,0.0,0.0,469,106
00-0040432,12889,Beaux Collins,WR,ATL,23.7,RES,,2,2.28,8.61,0.0,,10.43,16,4.0,0.359,Neck,7.7,0.48,4.14,-14.1,0.0,470,173
00-0040131,12547,Kyle Williams,WR,NE,23.8,ACT,,9,5.03,7.09,0.0,,10.43,16,0.0,0.081,,14.7,0.92,6.52,-49.1,0.0,471,174
00-0039710,,Jeshaun Jones,WR,MIN,26.7,RES,,0,,10.43,0.0,,10.43,16,8.8,0.236,,5.5,0.34,3.59,0.0,0.0,472,175
00-0040120,,Jimmy Holiday,WR,KC,24.7,RES,,0,,10.43,0.0,,10.43,16,8.8,0.265,,5.3,0.33,3.45,0.0,0.0,473,176
00-0040621,13199,Montorie Foster Jr,WR,SEA,25.1,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.174,,13.2,0.83,8.62,0.0,0.0,474,177
00-0035249,5973,Josh Oliver,TE,MIN,29.4,ACT,,25,4.76,5.75,0.0,,9.01,16,0.0,0.121,Ankle,14.1,0.88,5.06,-45.9,0.0,475,107
00-0040870,13293,Ja'Kobi Lane,WR,BAL,22.1,RES,,1,2.1,8.82,0.0,,10.43,16,8.5,0.207,,5.9,0.37,3.27,-9.6,0.0,476,178
00-0041100,13394,Josh Cameron,WR,JAX,23.5,ACT,,1,10.0,10.35,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.76,-1.1,0.0,477,179
00-0038994,9756,Jordan Addison,WR,MIN,24.6,ACT,,30,10.24,10.28,0.0,,10.43,16,0.0,0.157,Ankle,13.5,0.84,8.66,-2.1,0.0,478,180
00-0040867,13294,Makai Lemon,WR,PHI,22.2,ACT,,1,2.5,8.9,0.0,,10.43,16,0.0,0.154,,13.5,0.85,7.53,-20.8,0.0,479,181
00-0040352,12829,Coleman Owen,WR,IND,25.4,RES,,0,,10.43,0.0,,10.43,16,4.0,0.215,,9.4,0.59,6.14,0.0,0.0,480,182
00-0040509,13121,Ben Yurosek,TE,MIN,24.5,RES,,4,1.0,5.8,0.0,,9.01,16,8.8,0.172,Knee,6.0,0.37,2.16,-19.1,0.0,481,108
00-0037013,7538,Zach Wilson,QB,NO,27.1,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.031,,15.5,0.97,16.83,0.0,0.0,482,71
00-0040719,12490,Bhayshul Tuten,RB,JAX,24.5,ACT,,11,7.11,7.85,0.0,,9.22,16,0.0,0.105,Finger,14.3,0.9,7.02,-19.7,0.0,483,122
00-0040879,,Matthew Hibner,TE,BAL,24.5,ACT,,1,2.3,7.71,0.0,,9.01,16,0.0,0.168,,13.3,0.83,6.42,-17.3,0.0,484,109
00-0037276,8230,Ty Chandler,RB,NO,28.3,RES,,6,4.84,7.43,0.0,,9.22,16,8.8,0.348,Knee,4.7,0.29,2.18,-8.4,0.0,485,123
00-0038564,10210,Cameron Latu,TE,NE,26.5,ACT,,1,0.0,7.33,0.0,,9.01,16,0.0,0.088,,14.6,0.91,6.68,-24.6,0.0,486,110
00-0037524,8250,Tay Martin,WR,DET,28.7,ACT,,1,1.9,9.42,0.0,,10.43,16,0.0,0.126,,14.0,0.87,8.23,-14.3,0.0,487,183
00-0037132,8414,Britain Covey,WR,PHI,29.5,ACT,,2,4.86,9.19,0.0,,10.43,16,0.0,0.355,Neck,10.3,0.64,5.93,-12.9,0.0,488,184
00-0041070,13297,Reggie Virgil,WR,ARI,22.3,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.83,0.0,0.0,489,185
00-0033376,4353,Patrick Ricard,RB,NYG,32.3,ACT,,16,0.69,3.49,0.0,,9.22,16,0.0,0.167,Calf,13.3,0.83,2.91,-76.4,0.0,490,124
00-0039923,11565,J.J. McCarthy,QB,MIN,23.6,ACT,,10,12.46,14.24,0.0,,17.36,16,0.0,0.447,Ankle,8.8,0.55,7.87,-27.7,0.0,491,72
00-0033949,4179,Joshua Dobbs,QB,DET,31.6,ACT,,3,5.28,13.02,0.0,,17.36,16,0.0,0.028,,15.6,0.97,12.65,-67.6,0.0,492,73
00-0041041,13319,Oscar Delp,TE,NO,23.1,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.241,Hamstring,12.1,0.76,6.84,0.0,0.0,493,111
00-0038611,10219,Chris Rodriguez Jr.,RB,JAX,26.9,ACT,,14,8.54,8.75,0.0,,9.22,16,0.0,0.059,,15.1,0.94,8.23,-7.1,0.0,494,125
00-0038621,9501,DeMario Douglas,WR,NE,25.7,ACT,,29,7.96,8.52,0.0,,10.43,16,0.0,0.062,,15.0,0.94,7.99,-28.7,0.0,495,186
00-0036980,7596,Elijah Moore,WR,PHI,26.4,ACT,,25,5.24,6.71,0.0,,10.43,16,0.0,0.058,,15.1,0.94,6.32,-56.2,0.0,496,187
00-0032951,3155,Laquon Treadwell,WR,IND,31.2,ACT,,2,0.0,7.27,0.0,,10.43,16,0.0,0.086,,14.6,0.91,6.64,-46.3,0.0,497,188
00-0033217,4054,Mo Alie-Cox,TE,IND,33.0,ACT,,23,2.92,4.51,0.0,,9.01,16,0.0,0.04,,15.4,0.96,4.33,-69.1,0.0,498,112
00-0039530,11593,Brevyn Spann-Ford,TE,DAL,26.7,ACT,,19,2.33,4.16,0.0,,9.01,16,0.0,0.058,,15.1,0.94,3.92,-73.2,0.0,499,113
00-0039164,9229,Anthony Richardson,QB,IND,24.3,ACT,,11,15.42,16.48,0.0,,17.36,16,0.0,0.255,Eye,11.9,0.74,12.28,-10.6,0.0,500,74
00-0035704,5854,Drew Lock,QB,SEA,29.8,ACT,,8,11.89,14.71,0.0,,17.36,16,0.0,0.028,,15.6,0.97,14.3,-41.2,0.0,501,75
00-0040887,13273,Josh Cuevas,TE,BAL,23.9,ACT,,0,,9.01,0.0,,9.01,16,0.0,0.189,,13.0,0.81,7.31,0.0,0.0,502,114
00-0039364,11729,Sione Vaki,RB,DET,25.1,ACT,,1,2.8,7.98,0.0,,9.22,16,0.0,0.147,Hamstring,13.6,0.85,6.8,-17.0,0.0,503,126
00-0037091,8204,Bo Melton,WR,GB,27.3,ACT,,11,2.32,5.89,0.0,,10.43,16,0.0,0.076,Shoulder,14.8,0.92,5.44,-67.2,0.0,504,189
00-0034798,5008,Durham Smythe,TE,BAL,31.1,ACT,,21,1.05,3.24,0.0,,9.01,16,0.0,0.04,,15.4,0.96,3.11,-88.7,0.0,505,115
00-0041512,13286,Jadarian Price,RB,SEA,22.9,ACT,,1,7.8,8.95,0.0,,9.22,16,0.0,0.162,,13.4,0.84,7.5,-3.7,0.0,506,127
00-0037805,8145,Jeremy Ruckert,TE,NYJ,26.1,ACT,,29,2.72,4.06,0.0,,9.01,16,0.0,0.058,,15.1,0.94,3.82,-74.7,0.0,507,116
00-0039050,10227,Payne Durham,TE,TB,26.2,ACT,,14,2.13,4.55,0.0,,9.01,16,0.0,0.077,Calf,14.8,0.92,4.2,-65.9,0.0,508,117
00-0038976,9494,Marvin Mims Jr.,WR,DEN,24.5,ACT,Out,27,7.56,8.2,0.0,,10.43,16,2.6,0.119,Foot,11.8,0.74,6.07,-26.5,0.0,509,190
00-0040154,12496,Tai Felton,WR,MIN,23.5,ACT,,1,1.9,9.49,0.0,,10.43,16,0.0,0.081,,14.7,0.92,8.72,-13.9,0.0,510,191
00-0037005,7694,Tommy Tremble,TE,CAR,26.2,ACT,,26,4.78,5.71,0.0,,9.01,16,0.0,0.096,Concussion,14.5,0.9,5.16,-47.8,0.0,511,118
00-0040937,13725,Dominic Richardson,RB,NYJ,,RES,,0,,9.22,0.0,,9.22,16,4.0,0.213,,9.4,0.59,5.44,0.0,0.0,512,128
00-0041399,,CJ Daniels,WR,LA,24.7,ACT,,0,,10.43,0.0,,10.43,16,0.0,0.174,,13.2,0.83,8.62,0.0,0.0,513,192
00-0035662,5848,Marquise Brown,WR,PHI,29.2,ACT,,18,8.09,8.7,0.0,,10.43,16,0.0,0.074,Not injury related - personal matter,14.8,0.93,8.05,-25.7,0.0,514,193
00-0036244,6865,Colby Parkinson,TE,LA,27.6,ACT,,31,7.56,7.85,0.0,,9.01,16,0.0,0.058,,15.1,0.94,7.39,-17.6,0.0,515,119
00-0038046,8127,Charlie Kolar,TE,LAC,27.6,ACT,,21,2.5,4.19,0.0,,9.01,16,0.0,0.134,Forearm,13.9,0.87,3.62,-66.9,0.0,516,120
00-0041547,13298,KC Concepcion,WR,CLE,21.9,ACT,,1,7.8,9.92,0.0,,10.43,16,0.0,0.154,,13.5,0.85,8.4,-6.9,0.0,517,194
00-0039890,11625,Adonai Mitchell,WR,NYJ,23.9,ACT,,25,6.18,7.18,0.0,,10.43,16,0.0,0.054,,15.1,0.95,6.79,-49.2,0.0,518,195
00-0038416,11256,Tyson Bagent,QB,CHI,26.2,ACT,,0,,17.36,0.0,,17.36,16,0.0,0.031,,15.5,0.97,16.83,0.0,0.0,519,76
00-0033110,3271,Tyler Higbee,TE,LA,33.7,ACT,,14,7.38,7.91,0.0,,9.01,16,0.0,0.417,Not injury related - resting player,9.3,0.58,4.61,-10.3,0.0,520,121
