episode_id,gsis_id,full_name,position,team,season,start_week,end_week,games_missed,ir_games,starts_on_ir,injury,carried_over,parts,n_base,base_share,base_ppg,return_key,games_to_normal,share_ratio_first4,ppg_after_first4,r1,r2,r3,r4,r5,r6,r7,r8,returned,ppg_ratio_first4
2255,00-0033948,Jamaal Williams,RB,DET,2021,10,10,1,0,false,Thigh,false,1,8,0.309,8.750,202111,0,1.449,7.775,0.874,2.040,1.522,1.360,1.036,1.328,1.069,1.101,true,0.889
2256,00-0033948,Jamaal Williams,RB,DET,2021,14,15,2,2,true,Unlabeled (IR),false,1,8,0.374,7.312,202116,0,0.990,10.825,1.124,0.856,1.097,0.883,0.910,1.204,1.311,0.883,true,1.480
2257,00-0033948,Jamaal Williams,RB,NO,2023,3,6,4,4,true,Hamstring,false,1,8,0.416,9.950,202307,6,0.661,2.850,0.529,0.553,1.033,0.529,0.673,0.793,1.057,1.129,true,0.286
2258,00-0033948,Jamaal Williams,RB,NO,2024,11,11,1,0,false,Groin,false,1,8,0.220,4.562,202413,4,0.477,1.500,0.273,0.318,0.500,0.818,1.909,1.636,,,true,0.329
2259,00-0033949,Joshua Dobbs,QB,PIT,2021,1,18,17,17,true,Unlabeled (IR),true,1,5,0.100,0.164,202217,0,9.975,11.760,10.000,9.900,10.000,10.000,10.000,10.000,10.000,10.000,true,71.707
2260,00-0033950,Wayne Gallman,RB,NYG,2019,6,6,1,0,false,Concussion,false,1,8,0.310,7.450,201907,,0.540,1.500,0.452,0.581,0.581,0.548,0.097,0.129,1.129,0.484,true,0.201
2262,00-0033951,Marlon Mack,RB,IND,2018,3,5,2,0,false,Foot,false,2,8,0.353,5.750,201806,0,1.518,19.725,0.993,1.589,1.787,1.702,1.730,1.475,1.078,1.702,true,3.430
2263,00-0033951,Marlon Mack,RB,IND,2019,12,13,2,0,false,Hand,false,1,8,0.583,11.188,201914,,0.781,12.375,0.704,0.773,0.824,0.824,0.258,0.326,0.532,0.240,true,1.106
2264,00-0033951,Marlon Mack,RB,IND,2020,2,17,15,15,true,Unlabeled (IR),true,1,8,0.471,12.563,202102,,0.440,3.125,0.403,0.658,0.297,0.403,0.127,0.021,0.212,0.191,true,0.249
2265,00-0033951,Marlon Mack,RB,DEN,2022,18,18,18,18,true,Unlabeled (IR),true,2,8,0.150,6.300,,,,,,,,,,,,,false,
2267,00-0033955,Jeremy McNichols,RB,TEN,2021,11,12,2,0,false,Concussion,false,1,8,0.247,7.329,202114,0,1.202,3.550,1.535,1.172,1.697,0.404,0.040,0.566,1.535,0.889,true,0.484
2268,00-0033955,Jeremy McNichols,RB,PIT,2022,1,18,17,17,true,Unlabeled (IR),true,1,8,0.276,4.200,202402,4,0.679,10.300,0.036,0.507,1.376,0.796,1.339,0.905,0.253,1.412,true,2.452
2269,00-0033955,Jeremy McNichols,RB,WAS,2026,1,2,2,2,true,Unlabeled (IR),false,1,8,0.355,3.175,,,,,,,,,,,,,false,
2271,00-0033958,Nathan Peterman,QB,BUF,2017,15,15,1,0,false,Concussion,false,1,3,0.313,1.033,201801,0,1.524,3.210,1.596,1.245,0.096,3.160,0.543,0.191,0.064,0.255,true,3.106
2272,00-0033958,Nathan Peterman,QB,OAK,2019,1,17,16,16,true,Unlabeled (IR),true,1,7,0.351,1.451,202012,,0.235,0.275,0.484,0.171,0.057,0.228,2.134,0.114,0.057,,true,0.189
2274,00-0033968,Stacy Coley,WR,NYG,2018,5,6,2,2,true,Hamstring,false,1,4,0.087,0.000,,,,,,,,,,,,,false,
2277,00-0033992,Lance Lenoir,WR,DAL,2019,1,17,16,16,true,Unlabeled (IR),true,1,4,0.020,0.000,,,,,,,,,,,,,false,
2280,00-0034011,Dan Arnold,TE,JAX,2021,13,18,6,6,true,Unlabeled (IR),true,1,8,0.583,7.850,202201,,0.270,2.700,0.275,0.395,0.189,0.223,0.189,0.086,0.240,0.361,true,0.344
2281,00-0034052,Brandon Zylstra,WR,CAR,2021,7,9,3,3,true,Unlabeled (IR),false,1,8,0.149,3.633,202110,0,3.328,4.350,2.958,3.160,3.429,3.765,4.773,0.336,4.639,,true,1.197
2282,00-0034052,Brandon Zylstra,WR,CAR,2021,16,16,1,1,true,Unlabeled (IR),false,1,8,0.384,3.988,202117,,0.964,0.000,0.130,1.798,,,,,,,true,0.000
2283,00-0034054,River Cracraft,WR,MIA,2022,8,9,2,0,false,Neck,false,1,8,0.205,2.714,202212,0,1.500,5.300,1.610,2.098,1.171,1.122,1.951,1.415,1.659,1.463,true,1.953
2284,00-0034054,River Cracraft,WR,MIA,2023,4,9,6,6,true,Shoulder,false,1,8,0.280,5.717,202311,0,1.089,3.600,1.071,1.214,1.393,0.679,0.464,0.786,0.607,0.286,true,0.630
2285,00-0034054,River Cracraft,WR,MIA,2024,1,9,8,8,true,Shoulder,false,1,8,0.275,2.825,202410,4,0.491,0.000,0.291,0.327,0.873,0.473,1.164,0.982,1.200,1.309,true,0.000
2287,00-0034073,Ross Dwelley,TE,SF,2023,14,18,5,1,false,Ankle,true,1,8,0.099,1.100,202401,4,0.354,0.000,0.405,0.304,0.506,0.203,1.316,1.114,0.810,0.506,true,0.000
2291,00-0034104,Cam Sims,WR,WAS,2021,5,7,3,0,false,Hamstring,false,1,8,0.660,6.943,202108,7,0.261,3.975,0.318,0.273,0.242,0.212,0.288,0.894,0.682,0.939,true,0.573
2292,00-0034104,Cam Sims,WR,CAR,2024,1,1,1,1,true,Unlabeled (IR),false,1,8,0.198,1.383,,,,,,,,,,,,,false,
2293,00-0034109,Phillip Lindsay,RB,DEN,2018,17,17,1,1,true,Wrist,true,1,8,0.566,17.900,201901,,0.892,14.300,0.936,0.848,0.989,0.795,0.830,0.830,0.706,0.865,true,0.799
2294,00-0034109,Phillip Lindsay,RB,DEN,2020,2,2,1,0,false,Foot,false,1,8,0.525,10.438,202006,,0.781,8.975,1.200,0.343,0.857,0.724,0.571,0.800,0.629,0.743,true,0.860
2295,00-0034109,Phillip Lindsay,RB,DEN,2020,16,17,2,2,true,Hip,true,1,8,0.366,5.487,202101,,0.560,4.575,0.710,0.628,0.437,0.464,0.601,0.410,0.191,0.355,true,0.834
2296,00-0034109,Phillip Lindsay,RB,MIA,2021,15,15,1,1,true,Unlabeled (IR),false,1,8,0.141,1.725,202116,2,1.770,4.475,2.053,0.779,1.558,2.690,2.336,1.062,,,true,2.594
2297,00-0034115,Jeff Wilson,RB,SF,2020,8,10,3,3,true,Ankle,false,1,8,0.114,5.363,202012,0,3.846,7.825,3.077,4.044,4.220,4.044,6.154,7.297,2.813,5.099,true,1.459
2298,00-0034115,Jeff Wilson,RB,SF,2021,1,8,7,7,true,Unlabeled (IR),false,1,8,0.415,12.038,202110,4,0.645,3.767,0.771,1.398,0.337,0.072,1.422,2.120,1.807,0.458,true,0.313
2299,00-0034115,Jeff Wilson,RB,MIA,2023,1,6,6,6,true,Ribs,false,1,8,0.481,10.088,202307,,0.462,6.050,0.291,0.519,0.353,0.686,0.166,0.021,0.270,0.478,true,0.600
2302,00-0034159,Will Dissly,TE,SEA,2018,5,17,12,12,true,Unlabeled (IR),true,1,3,0.620,11.367,201901,1,0.980,15.275,0.823,0.952,0.871,1.274,1.435,0.355,0.645,0.790,true,1.344
2303,00-0034159,Will Dissly,TE,SEA,2019,7,17,10,10,true,Achilles,true,1,8,0.590,11.250,202001,5,0.725,2.675,0.678,0.831,0.661,0.729,0.627,0.983,1.068,0.542,true,0.238
2304,00-0034159,Will Dissly,TE,SEA,2021,16,16,1,1,true,Unlabeled (IR),false,1,8,0.574,4.000,202117,3,0.932,7.375,0.680,1.168,0.819,1.063,1.272,1.098,1.133,1.325,true,1.844
2305,00-0034159,Will Dissly,TE,SEA,2022,17,18,2,2,true,Unlabeled (IR),true,1,8,0.597,4.512,202301,1,0.745,3.867,0.519,0.854,0.887,0.720,0.954,0.669,0.368,0.686,true,0.857
2306,00-0034159,Will Dissly,TE,LAC,2024,15,16,2,0,false,Shoulder,false,1,8,0.656,8.675,202417,1,0.754,5.950,0.670,0.869,0.869,0.610,0.625,0.061,0.549,0.488,true,0.686
2307,00-0034159,Will Dissly,TE,LAC,2025,3,4,2,0,false,Knee,false,1,8,0.559,7.588,202506,,0.506,1.633,0.734,0.072,0.644,0.573,0.394,0.197,0.787,,true,0.215
2308,00-0034164,Trenton Cannon,RB,NYJ,2019,8,17,10,9,false,Foot,true,1,8,0.239,3.637,202005,,0.356,1.325,0.209,0.503,0.293,0.419,0.251,0.628,0.126,0.168,true,0.364
2309,00-0034164,Trenton Cannon,RB,SF,2021,14,18,20,20,true,Concussion,true,2,8,0.077,0.375,,,,,,,,,,,,,false,
2311,00-0034169,Marcus Baugh,TE,WAS,2020,5,5,1,0,false,Not Injury Related,false,1,3,0.273,1.200,202014,,0.210,,0.220,0.146,0.110,0.366,,,,,true,
2312,00-0034171,Jason Cabinda,RB,DET,2021,17,9,10,8,false,Knee,false,2,8,0.166,1.980,202210,0,1.278,0.133,1.263,2.526,0.782,0.541,0.962,0.902,1.263,1.083,true,0.067
2313,00-0034171,Jason Cabinda,RB,DET,2022,16,16,1,0,false,Illness,false,1,8,0.200,1.767,202217,0,0.787,0.750,1.050,0.900,0.800,0.400,0.700,0.450,,,true,0.425
2314,00-0034171,Jason Cabinda,RB,DET,2023,4,16,12,11,false,Knee,false,1,8,0.145,0.380,202318,,0.621,0.000,0.621,,,,,,,,true,0.000
2315,00-0034177,Tim Boyle,QB,DET,2021,1,10,9,9,true,Unlabeled (IR),false,1,8,0.043,-0.125,202111,2,17.765,8.147,23.529,0.471,23.529,23.529,0.471,5.882,7.765,23.529,true,
2316,00-0034184,Gus Edwards,RB,BAL,2021,1,6,23,23,true,Knee,false,2,8,0.354,9.713,202207,,0.926,8.875,1.018,0.594,1.413,0.678,0.961,0.481,1.131,0.481,true,0.914
2317,00-0034184,Gus Edwards,RB,LAC,2024,6,9,4,4,true,Ankle,false,1,8,0.404,6.700,202410,3,0.718,4.900,0.619,0.396,0.570,1.288,1.065,0.669,1.139,,true,0.731
2318,00-0034184,Gus Edwards,RB,LAC,2024,17,18,2,0,false,Ankle,true,1,8,0.307,4.288,,,,,,,,,,,,,false,
2321,00-0034208,Mike Boone,RB,DEN,2021,1,5,5,5,true,Unlabeled (IR),false,1,8,0.186,8.271,202106,6,0.443,3.850,0.376,0.107,1.181,0.107,0.268,0.537,1.020,1.933,true,0.465
2322,00-0034208,Mike Boone,RB,DEN,2021,14,15,2,2,true,Unlabeled (IR),false,1,8,0.064,2.700,202117,2,1.412,0.600,0.314,0.784,1.569,2.980,5.647,6.431,5.647,1.725,true,0.222
2323,00-0034208,Mike Boone,RB,DEN,2022,8,12,4,4,true,Unlabeled (IR),false,1,8,0.214,4.067,202213,,0.901,3.325,1.076,0.702,1.497,0.327,0.281,0.561,0.749,0.795,true,0.818
2324,00-0034208,Mike Boone,RB,DEN,2022,15,18,4,4,true,Unlabeled (IR),true,1,8,0.226,3.414,202301,,0.630,1.300,1.414,0.309,0.265,0.530,0.707,0.751,1.149,0.840,true,0.381
2326,00-0034221,Roc Thomas,RB,MIN,2018,9,9,1,0,false,Hamstring,false,1,4,0.098,1.175,,,,,,,,,,,,,false,
2328,00-0034253,Dontrell Hilliard,RB,CLE,2019,2,2,1,0,false,Concussion,false,1,8,0.091,2.014,201903,1,1.644,4.275,0.110,4.055,0.986,1.425,4.055,4.384,1.315,0.110,true,2.122
2329,00-0034253,Dontrell Hilliard,RB,CLE,2019,17,17,1,1,true,Neck,true,1,8,0.138,1.350,202004,0,2.655,10.125,1.455,0.873,4.582,3.709,2.473,2.618,1.527,1.745,true,7.500
2330,00-0034253,Dontrell Hilliard,RB,TEN,2022,2,2,1,0,false,Hamstring,false,1,8,0.364,9.450,202203,1,0.790,5.975,0.660,0.852,0.852,0.797,0.770,0.852,1.155,0.495,true,0.632
2331,00-0034253,Dontrell Hilliard,RB,TEN,2022,15,18,4,4,true,Neck,true,1,8,0.315,5.513,,,,,,,,,,,,,false,
2332,00-0034256,Da'Mari Scott,WR,NYG,2020,8,17,9,9,true,Unlabeled (IR),true,1,5,0.146,1.175,,,,,,,,,,,,,false,
2333,00-0034258,Derrick Willies,WR,CLE,2018,6,17,11,11,true,Shoulder,true,1,3,0.013,,202016,,3.000,,3.000,,,,,,,,true,
2335,00-0034270,Tyler Conklin,TE,NYJ,2024,15,15,1,0,false,Not injury related - personal matter,false,1,8,0.815,6.225,202416,0,0.693,12.350,0.945,1.031,0.270,0.528,0.613,0.319,0.233,0.368,true,1.984
2336,00-0034272,Marquez Valdes-Scantling,WR,GB,2021,4,8,5,5,true,Hamstring,false,1,8,0.660,6.983,202109,1,1.027,10.075,0.818,1.000,1.227,1.061,1.000,1.000,0.985,0.333,true,1.443
2337,00-0034272,Marquez Valdes-Scantling,WR,GB,2021,16,16,1,1,true,Back,false,1,8,0.661,8.112,202117,2,0.904,3.175,0.983,0.333,1.104,1.195,1.180,1.043,1.225,1.240,true,0.391
2338,00-0034279,Equanimeous St. Brown,WR,GB,2019,1,4,19,19,true,Knee,false,2,8,0.475,3.138,202006,,0.305,1.100,0.358,0.105,0.632,0.126,1.011,0.526,1.137,0.379,true,0.351
2339,00-0034279,Equanimeous St. Brown,WR,CHI,2022,16,16,1,0,false,Concussion,false,1,8,0.557,3.638,202217,,0.744,2.100,1.112,0.143,1.040,0.682,0.700,0.771,0.879,0.700,true,0.577
2340,00-0034279,Equanimeous St. Brown,WR,CHI,2023,6,9,4,4,true,Hamstring,false,1,8,0.442,3.750,202310,0,0.960,2.650,0.881,0.972,1.107,0.881,1.130,0.023,1.062,,true,0.707
2341,00-0034279,Equanimeous St. Brown,WR,CHI,2023,14,16,3,0,false,Pectoral,false,1,8,0.389,3.538,202317,0,0.881,2.800,1.003,1.286,0.026,1.209,,,,,true,0.792
2342,00-0034286,Richie James,WR,SF,2020,2,4,3,3,true,Hamstring,false,1,8,0.131,0.825,202006,1,4.190,9.750,0.762,1.829,6.781,7.390,6.705,0.838,2.438,4.876,true,11.818
2343,00-0034286,Richie James,WR,SF,2021,1,18,17,17,true,Unlabeled (IR),true,1,8,0.620,7.350,202201,,0.879,7.775,1.129,0.677,1.194,0.516,0.871,0.548,0.145,0.097,true,1.058
2344,00-0034286,Richie James,WR,KC,2023,3,9,7,7,true,Knee,false,1,8,0.639,12.550,202312,,0.160,1.575,0.235,0.094,0.266,0.047,0.517,0.344,1.299,,true,0.125
2347,00-0034297,Byron Pringle,WR,KC,2020,12,14,3,3,true,Unlabeled (IR),false,1,8,0.277,5.275,202015,5,1.063,5.600,0.216,0.360,3.063,0.613,0.793,1.369,0.901,1.081,true,1.062
2348,00-0034297,Byron Pringle,WR,CHI,2022,4,9,6,6,true,Unlabeled (IR),false,1,8,0.559,7.150,202210,4,0.649,3.800,0.591,0.358,0.966,0.680,1.611,1.539,1.342,0.984,true,0.531
2349,00-0034301,Darrel Williams,RB,KC,2019,14,17,4,4,true,Hamstring,true,1,8,0.263,6.186,202001,3,0.895,2.525,1.257,0.495,0.800,1.029,1.524,1.219,0.076,0.457,true,0.408
2350,00-0034301,Darrel Williams,RB,ARI,2022,6,7,2,0,false,Knee,false,1,8,0.388,9.475,202208,,0.697,3.400,0.697,,,,,,,,true,0.359
2351,00-0034301,Darrel Williams,RB,ARI,2022,9,18,9,9,true,Hip,true,1,8,0.359,7.975,,,,,,,,,,,,,false,
2354,00-0034309,Chad Beebe,WR,MIN,2019,4,17,13,13,true,Unlabeled (IR),true,1,5,0.256,3.380,202003,0,1.250,2.367,1.328,0.938,1.211,1.523,0.820,1.133,1.172,1.016,true,0.700
2355,00-0034309,Chad Beebe,WR,MIN,2021,1,18,17,17,true,Unlabeled (IR),true,1,8,0.340,4.286,,,,,,,,,,,,,false,
2359,00-0034317,Keith Kirkwood,WR,NO,2019,3,3,17,17,true,Unlabeled (IR),false,2,8,0.440,6.557,202006,0,0.892,1.750,1.159,1.023,1.068,0.318,0.886,1.614,0.682,0.932,true,0.267
2360,00-0034317,Keith Kirkwood,WR,CAR,2020,7,17,10,10,true,Unlabeled (IR),true,1,8,0.406,6.567,202107,0,0.892,1.525,1.108,1.157,0.345,0.960,1.748,0.738,1.009,1.157,true,0.232
2361,00-0034331,Jaylen Samuels,RB,PIT,2019,6,6,1,0,false,Knee,false,1,8,0.501,13.034,201909,0,0.918,12.000,1.297,1.097,0.698,0.579,1.137,0.918,0.579,1.257,true,0.921
2362,00-0034331,Jaylen Samuels,RB,PIT,2020,11,12,2,0,false,Quadricep,false,1,8,0.155,0.983,202013,0,1.645,4.367,2.452,3.032,0.710,0.387,0.968,0.065,0.839,,true,4.441
2365,00-0034339,Trey Quinn,WR,WAS,2019,14,17,4,2,false,Concussion,true,1,8,0.598,2.863,202012,,0.084,0.000,0.084,,,,,,,,true,0.000
2366,00-0034348,Courtland Sutton,WR,DEN,2020,3,17,14,14,true,Shoulder,true,1,8,0.929,12.728,202101,3,0.883,10.925,0.861,0.829,0.818,1.023,0.969,0.948,1.012,0.937,true,0.858
2367,00-0034348,Courtland Sutton,WR,DEN,2022,14,15,2,0,false,Hamstring,false,1,8,0.939,9.838,202216,1,0.905,11.325,0.842,0.863,1.001,0.916,0.948,1.012,0.884,0.916,true,1.151
2368,00-0034348,Courtland Sutton,WR,DEN,2023,17,17,1,0,false,Concussion,false,1,8,0.830,14.562,202318,1,0.904,6.600,0.554,1.096,1.072,0.892,0.952,0.976,1.024,1.036,true,0.453
2369,00-0034349,Kerryon Johnson,RB,DET,2018,12,17,6,2,false,Knee,true,1,8,0.552,14.375,201901,0,1.172,13.000,1.032,0.995,1.394,1.267,1.285,0.271,0.579,0.814,true,0.904
2370,00-0034349,Kerryon Johnson,RB,DET,2019,8,15,8,8,true,Unlabeled (IR),false,1,8,0.635,14.513,201916,,0.531,6.800,0.504,0.709,0.409,0.504,0.472,0.283,0.346,0.362,true,0.469
2371,00-0034351,Dallas Goedert,TE,PHI,2020,4,7,4,4,true,Unlabeled (IR),false,1,8,0.819,13.013,202008,0,1.151,12.250,1.026,1.136,1.221,1.221,1.026,1.050,1.075,0.684,true,0.941
2372,00-0034351,Dallas Goedert,TE,PHI,2020,17,17,1,0,false,Calf,true,1,8,0.802,9.812,202101,,0.847,10.950,0.910,0.822,0.735,0.922,0.835,1.159,0.847,1.159,true,1.116
2373,00-0034351,Dallas Goedert,TE,PHI,2021,6,6,1,1,true,Illness,false,1,8,0.733,9.800,202107,0,0.935,9.325,1.270,0.928,1.270,0.273,1.311,1.311,1.311,1.270,true,0.952
2374,00-0034351,Dallas Goedert,TE,PHI,2021,18,18,1,1,true,Unlabeled (IR),true,1,8,0.807,11.412,202201,0,1.022,11.500,1.139,1.040,0.793,1.115,1.189,1.226,0.916,1.127,true,1.008
2375,00-0034351,Dallas Goedert,TE,PHI,2022,11,15,5,5,true,Unlabeled (IR),false,1,8,0.862,13.012,202216,0,1.107,6.950,1.090,1.113,1.159,1.067,1.113,1.078,1.159,1.101,true,0.534
2376,00-0034351,Dallas Goedert,TE,PHI,2023,11,12,2,0,false,Forearm,false,1,8,0.905,10.375,202314,0,0.959,10.975,0.928,0.928,0.939,1.039,0.387,0.906,1.072,0.950,true,1.058
2377,00-0034351,Dallas Goedert,TE,PHI,2024,7,9,3,0,false,Hamstring,false,1,8,0.782,11.550,202410,1,0.952,10.000,0.805,1.137,0.958,0.907,0.243,1.061,1.163,0.958,true,0.866
2378,00-0034351,Dallas Goedert,TE,PHI,2024,14,17,4,4,true,Knee,false,1,8,0.700,10.200,202418,1,0.957,12.725,0.271,1.186,1.300,1.071,1.129,1.271,1.400,0.900,true,1.248
2379,00-0034351,Dallas Goedert,TE,PHI,2025,2,2,1,0,false,Knee,false,1,8,0.589,11.213,202503,0,1.418,16.725,1.546,1.274,1.342,1.512,1.665,1.070,1.461,1.529,true,1.492
2380,00-0034351,Dallas Goedert,TE,PHI,2025,18,18,1,0,false,Knee,true,1,8,0.843,11.525,202601,,1.128,23.700,1.128,,,,,,,,true,2.056
2382,00-0034353,Anthony Miller,WR,PIT,2022,1,18,17,17,true,Unlabeled (IR),true,1,8,0.547,5.275,202416,,0.137,2.600,0.037,0.237,,,,,,,true,0.493
2385,00-0034358,Derrius Guice,RB,WAS,2019,15,17,3,3,true,Unlabeled (IR),true,1,4,0.345,13.300,,,,,,,,,,,,,false,
2386,00-0034365,Ian Thomas,TE,CAR,2023,6,10,4,4,true,Calf,false,1,8,0.405,1.180,202311,,0.815,1.750,0.667,0.840,1.654,0.099,0.444,0.272,0.914,0.815,true,1.483
2387,00-0034365,Ian Thomas,TE,CAR,2023,15,15,1,0,false,Ankle,false,1,8,0.314,1.517,202316,2,0.789,0.500,0.574,0.351,1.179,1.052,1.562,0.892,1.275,0.701,true,0.330
2388,00-0034365,Ian Thomas,TE,CAR,2024,1,5,5,5,true,Calf,false,1,8,0.271,1.460,202406,0,1.382,1.200,1.217,1.806,1.032,1.475,0.811,1.180,0.369,1.069,true,0.822
2389,00-0034365,Ian Thomas,TE,CAR,2024,12,18,7,7,true,Unlabeled (IR),true,1,8,0.275,0.975,202501,2,1.155,0.000,1.164,0.364,1.055,2.036,2.036,1.091,1.236,0.618,true,0.000
2390,00-0034366,Keke Coutee,WR,HOU,2018,8,8,1,0,false,Hamstring,false,1,3,0.793,15.100,201811,7,0.567,6.267,0.845,0.529,0.555,0.340,0.718,0.555,0.618,0.882,true,0.415
2391,00-0034366,Keke Coutee,WR,IND,2022,7,7,1,0,false,Concussion,false,1,8,0.583,11.175,202209,,0.034,0.500,0.034,0.034,,,,,,,true,0.045
2392,00-0034367,Nyheim Hines,RB,BUF,2023,1,18,34,34,true,Knee,true,2,8,0.114,2.000,202508,,0.264,-0.100,0.440,0.088,,,,,,,true,-0.050
2393,00-0034370,DaeSean Hamilton,WR,DEN,2018,8,9,2,0,false,Knee,false,1,6,0.230,1.850,201811,0,2.750,7.133,1.087,2.217,3.478,4.217,4.304,4.087,4.000,3.304,true,3.856
2394,00-0034370,DaeSean Hamilton,WR,DEN,2021,1,18,17,17,true,Unlabeled (IR),true,1,8,0.351,5.900,,,,,,,,,,,,,false,
2395,00-0034378,Ito Smith,RB,ATL,2018,16,17,2,2,true,Back,true,1,8,0.403,7.138,201901,0,0.814,5.650,1.267,0.919,0.124,0.944,1.168,0.671,0.124,0.621,true,0.792
2396,00-0034378,Ito Smith,RB,ATL,2019,8,17,9,8,false,Concussion,true,1,8,0.366,6.487,202001,,0.491,2.825,0.683,0.410,0.246,0.628,0.382,0.382,0.109,0.273,true,0.435
2397,00-0034383,Dalton Schultz,TE,HOU,2023,13,14,2,0,false,Hamstring,false,1,8,0.711,12.813,202315,0,1.128,9.250,1.181,1.111,1.111,1.111,1.125,0.998,1.350,1.223,true,0.722
2398,00-0034386,Justin Watson,WR,TB,2020,3,3,1,0,false,Shoulder,false,1,8,0.421,6.029,202004,,0.694,4.000,1.757,0.451,0.404,0.166,0.119,0.047,0.142,0.546,true,0.664
2399,00-0034386,Justin Watson,WR,TB,2020,5,5,1,0,false,Chest,false,1,8,0.530,7.000,202006,,0.226,0.000,0.358,0.321,0.132,0.094,0.038,0.113,0.434,0.472,true,0.000
2400,00-0034386,Justin Watson,WR,TB,2021,1,18,15,14,true,Quadricep,true,2,8,0.286,2.733,202201,7,0.716,3.250,0.803,0.873,0.559,0.629,0.524,0.349,0.559,0.908,true,1.189
2401,00-0034386,Justin Watson,WR,KC,2023,7,7,1,0,false,Elbow,false,1,8,0.478,5.163,202308,1,1.147,8.325,0.754,1.319,1.319,1.194,1.257,1.152,1.424,1.340,true,1.613
2402,00-0034386,Justin Watson,WR,HOU,2025,3,17,14,14,true,Calf,false,1,8,0.571,4.329,202518,,0.333,0.000,0.333,,,,,,,,true,0.000
2404,00-0034393,Troy Fumagalli,TE,NE,2021,1,18,17,17,true,Unlabeled (IR),true,1,8,0.285,2.057,,,,,,,,,,,,,false,
2406,00-0034400,Jordan Wilkins,RB,IND,2019,17,17,1,0,false,Ankle,true,1,8,0.198,2.950,202001,1,0.861,4.533,0.051,1.165,1.367,0.861,0.203,0.304,2.582,1.671,true,1.537
2407,00-0034400,Jordan Wilkins,RB,IND,2020,17,17,1,1,true,Unlabeled (IR),true,1,8,0.224,5.750,202104,,0.581,3.000,0.045,1.385,0.223,0.670,0.760,,,,true,0.522
2408,00-0034400,Jordan Wilkins,RB,IND,2021,5,7,3,0,false,Non-Football Illness,false,1,8,0.231,5.950,202209,,0.735,3.675,1.341,0.216,0.649,0.735,,,,,true,0.618
2409,00-0034401,Mike White,QB,NYJ,2021,12,15,4,4,true,Unlabeled (IR),false,1,3,0.613,13.993,202212,0,1.594,14.145,1.630,1.630,1.484,1.630,0.342,0.261,0.016,0.342,true,1.011
2410,00-0034401,Mike White,QB,NYJ,2022,15,16,2,0,false,Rib,false,1,6,0.793,14.380,202217,,0.435,1.895,1.261,0.265,0.202,0.013,0.265,0.164,0.088,0.378,true,0.132
2413,00-0034407,Ray-Ray McCloud,WR,BUF,2018,7,7,1,0,false,Not Injury Related,false,1,3,0.250,1.000,201808,,0.630,1.300,0.680,0.760,1.040,0.040,0.480,0.240,0.040,0.160,true,1.300
2414,00-0034407,Ray-Ray McCloud,WR,PIT,2021,12,12,1,1,true,Unlabeled (IR),false,1,8,0.385,3.863,202113,0,1.831,4.600,1.740,2.208,1.740,1.636,1.688,1.714,0.675,0.623,true,1.191
2415,00-0034407,Ray-Ray McCloud,WR,SF,2023,14,17,4,4,true,Rib,false,1,8,0.317,2.413,202318,0,2.425,7.075,1.858,1.701,3.150,2.992,3.087,3.087,2.614,2.772,true,2.933
2416,00-0034407,Ray-Ray McCloud,WR,ATL,2025,7,7,1,0,false,Not injury related - other,false,1,8,0.655,6.575,202509,,0.901,0.750,1.389,0.412,,,,,,,true,0.114
2417,00-0034407,Ray-Ray McCloud,WR,CHI,2026,1,1,1,1,true,Unlabeled (IR),false,1,8,0.681,4.238,,,,,,,,,,,,,false,
2420,00-0034411,Russell Gage,WR,ATL,2021,3,5,3,0,false,Ankle,false,1,8,0.815,12.795,202107,4,0.850,10.033,0.773,0.834,0.994,0.798,0.908,0.945,0.920,0.920,true,0.784
2421,00-0034411,Russell Gage,WR,TB,2022,8,12,4,0,false,Hamstring,false,1,8,0.713,10.725,202213,,0.635,12.175,0.463,0.463,0.870,0.744,0.758,0.772,0.519,,true,1.135
2422,00-0034411,Russell Gage,WR,TB,2023,1,18,17,17,true,Unlabeled (IR),true,1,8,0.556,9.113,202501,,0.665,,0.665,,,,,,,,true,
2424,00-0034414,Boston Scott,RB,PHI,2021,18,18,1,1,true,Unlabeled (IR),true,1,8,0.346,8.938,202201,,0.455,2.925,0.520,0.606,0.289,0.404,0.664,0.231,0.289,0.549,true,0.327
2425,00-0034414,Boston Scott,RB,PHI,2022,4,4,1,0,false,Rib,false,1,8,0.307,9.287,202206,,0.447,1.175,0.455,0.748,0.260,0.325,0.618,0.423,0.748,0.585,true,0.127
2426,00-0034414,Boston Scott,RB,PHI,2023,3,3,1,0,false,Concussion,false,1,8,0.176,3.775,202306,,0.426,1.550,0.397,0.113,0.738,0.454,0.454,0.284,0.057,0.170,true,0.411
2427,00-0034414,Boston Scott,RB,PHI,2023,9,9,1,0,false,Not injury related - personal matter,false,1,8,0.156,3.913,202311,,0.544,1.750,0.832,0.512,0.512,0.320,0.064,0.192,1.984,,true,0.447
2429,00-0034418,Cedrick Wilson Jr.,WR,DAL,2019,15,17,3,3,true,Unlabeled (IR),true,1,3,0.297,3.200,202001,5,0.506,8.525,0.135,0.169,0.978,0.742,0.775,0.944,1.180,0.809,true,2.664
