episode_id,gsis_id,full_name,position,team,season,start_week,end_week,games_missed,ir_games,starts_on_ir,injury,carried_over,parts,n_base,base_share,base_ppg,return_key,games_to_normal,share_ratio_first4,ppg_after_first4,r1,r2,r3,r4,r5,r6,r7,r8,returned,ppg_ratio_first4
2105,00-0033658,Blake Jarwin,TE,DAL,2020,2,17,15,15,true,Unlabeled (IR),true,1,8,0.381,4.912,202101,0,1.410,5.975,1.495,1.233,1.495,1.416,1.049,1.390,1.154,0.498,true,1.216
2106,00-0033658,Blake Jarwin,TE,DAL,2021,9,17,9,9,true,Hip,false,1,8,0.487,4.150,202118,,0.390,1.600,0.390,,,,,,,,true,0.386
2107,00-0033681,Keelan Cole,WR,NYJ,2021,13,13,1,1,true,Unlabeled (IR),false,1,8,0.477,5.563,202114,0,1.644,3.900,1.738,1.571,1.550,1.717,1.277,1.194,1.361,0.168,true,0.701
2110,00-0033696,Sean Culkin,TE,LAC,2018,15,16,2,0,false,Back,false,1,8,0.235,1.700,201817,2,1.191,0.000,1.149,0.085,1.064,2.468,2.468,1.191,,,true,0.000
2111,00-0033696,Sean Culkin,TE,LAC,2019,5,17,12,12,true,Unlabeled (IR),true,1,8,0.215,1.133,202012,,1.302,,1.302,,,,,,,,true,
2112,00-0033699,Austin Ekeler,RB,LAC,2018,15,15,1,0,false,Neck,false,1,8,0.449,10.188,201817,1,1.331,22.400,0.557,1.671,1.649,1.448,1.604,1.471,1.003,1.315,true,2.199
2113,00-0033699,Austin Ekeler,RB,LAC,2020,5,11,6,6,true,Hamstring,false,1,8,0.571,18.837,202012,0,1.112,17.550,1.260,1.050,1.050,1.085,1.138,0.753,1.015,1.103,true,0.932
2114,00-0033699,Austin Ekeler,RB,LAC,2021,16,16,1,1,true,Ankle,false,1,8,0.664,19.650,202117,0,0.957,19.675,0.874,1.266,0.738,0.949,0.844,0.889,0.889,0.994,true,1.001
2115,00-0033699,Austin Ekeler,RB,LAC,2023,3,3,1,0,false,Ankle,false,1,8,0.600,20.075,202306,0,1.104,15.025,1.133,1.050,1.117,1.117,1.150,1.183,1.333,0.950,true,0.748
2116,00-0033699,Austin Ekeler,RB,WAS,2024,4,4,1,0,false,Concussion,false,1,8,0.596,10.338,202405,5,0.931,8.575,0.822,1.258,0.688,0.956,0.788,1.174,0.872,1.057,true,0.830
2117,00-0033699,Austin Ekeler,RB,WAS,2024,13,17,4,4,true,Concussion,false,1,8,0.516,12.625,202418,0,1.027,6.100,1.162,0.910,1.007,,,,,,true,0.483
2118,00-0033699,Austin Ekeler,RB,WAS,2025,3,18,15,15,true,Shoulder,true,1,8,0.546,10.387,,,,,,,,,,,,,false,
2121,00-0033725,Corey Clement,RB,PHI,2018,15,17,3,3,true,Unlabeled (IR),true,1,8,0.343,7.425,201901,,0.380,2.450,0.117,1.080,0.117,0.204,0.175,0.146,0.292,0.642,true,0.330
2122,00-0033725,Corey Clement,RB,PHI,2019,3,17,12,11,false,Shoulder,true,2,8,0.284,6.062,202001,,0.476,1.733,1.304,0.141,0.247,0.211,0.176,0.352,0.775,1.093,true,0.286
2123,00-0033725,Corey Clement,RB,PHI,2020,11,11,1,1,true,Illness,false,1,8,0.153,2.017,202012,,0.508,1.200,0.393,0.197,0.066,1.377,0.066,0.131,0.262,0.525,true,0.595
2124,00-0033733,Greg Ward,WR,PHI,2022,1,1,1,1,true,Unlabeled (IR),false,1,8,0.174,3.260,,,,,,,,,,,,,false,
2126,00-0033742,Tyrone Swoopes,TE,WAS,2021,1,18,17,17,true,Unlabeled (IR),true,1,6,0.232,3.300,,,,,,,,,,,,,false,
2127,00-0033757,Robert Tonyan,TE,GB,2019,6,6,1,0,false,Hip,false,1,8,0.223,1.850,201912,0,1.225,3.125,1.483,1.303,1.438,0.674,1.348,0.809,2.787,2.697,true,1.689
2128,00-0033757,Robert Tonyan,TE,GB,2021,9,18,9,9,true,Unlabeled (IR),true,1,8,0.618,6.537,202201,5,0.721,7.400,0.583,0.648,0.939,0.713,0.713,1.020,0.907,1.198,true,1.132
2132,00-0033789,T.J. Logan,RB,TB,2019,14,17,20,19,false,Thumb,true,2,8,0.031,0.586,,,,,,,,,,,,,false,
2137,00-0033838,Trey Edmunds,RB,PIT,2020,11,17,7,6,false,Hamstring,true,1,8,0.143,3.175,,,,,,,,,,,,,false,
2139,00-0033839,Dede Westbrook,WR,JAX,2020,9,17,9,9,true,Unlabeled (IR),true,1,8,0.726,9.800,202101,,0.141,1.200,0.248,0.041,0.110,0.165,0.289,0.179,0.055,0.083,true,0.122
2140,00-0033839,Dede Westbrook,WR,MIN,2021,15,15,1,1,true,Unlabeled (IR),false,1,8,0.154,1.663,202116,0,2.667,0.467,2.797,4.553,0.650,,,,,,true,0.281
2141,00-0033855,Chris Thompson,WR,SF,2020,1,17,16,16,true,Unlabeled (IR),true,1,7,0.127,0.714,,,,,,,,,,,,,false,
2142,00-0033856,Leonard Fournette,RB,JAX,2018,5,8,4,0,false,Hamstring,false,1,8,0.619,13.562,201810,5,0.905,20.475,0.840,0.824,0.711,1.244,0.808,1.180,1.390,1.568,true,1.510
2143,00-0033856,Leonard Fournette,RB,TB,2020,4,4,1,0,false,Ankle,false,1,8,0.725,16.662,202005,2,0.676,11.967,0.014,0.772,1.007,0.910,0.497,0.717,0.772,0.910,true,0.718
2144,00-0033856,Leonard Fournette,RB,TB,2021,16,18,3,3,true,Hamstring,true,1,8,0.686,21.888,202201,0,1.148,13.875,1.107,1.268,1.326,0.889,0.903,1.195,0.874,1.049,true,0.634
2145,00-0033857,JuJu Smith-Schuster,WR,PIT,2017,12,12,1,0,false,Hamstring,false,1,8,0.695,13.888,201713,0,1.295,19.475,1.180,1.410,1.223,1.367,1.079,1.338,1.194,1.396,true,1.402
2146,00-0033857,JuJu Smith-Schuster,WR,PIT,2019,12,15,4,0,false,Knee,false,1,8,0.819,11.062,201916,0,1.008,10.875,0.965,0.904,1.050,1.111,0.892,0.916,0.794,1.002,true,0.983
2147,00-0033857,JuJu Smith-Schuster,WR,PIT,2021,6,18,12,12,true,Shoulder,true,1,8,0.863,12.163,202201,4,0.791,9.850,0.765,0.858,0.812,0.730,0.997,1.020,0.638,0.962,true,0.810
2148,00-0033857,JuJu Smith-Schuster,WR,KC,2022,11,11,1,0,false,Concussion,false,1,8,0.731,14.025,202212,1,0.968,13.125,0.520,1.039,1.108,1.203,1.135,0.889,0.998,0.738,true,0.936
2149,00-0033857,JuJu Smith-Schuster,WR,NE,2023,6,6,1,0,false,Concussion,false,1,8,0.679,6.388,202308,2,0.862,5.825,0.501,0.530,1.459,0.958,1.355,1.444,0.324,0.295,true,0.912
2150,00-0033857,JuJu Smith-Schuster,WR,NE,2023,16,18,3,2,false,Ankle,true,1,8,0.621,4.113,202401,7,0.600,4.850,0.354,0.322,0.885,0.837,1.078,0.161,0.579,0.885,true,1.179
2151,00-0033857,JuJu Smith-Schuster,WR,KC,2024,8,10,3,0,false,Hamstring,false,1,8,0.589,7.967,202411,1,0.832,2.625,0.611,0.934,0.951,0.832,0.866,0.611,0.849,1.597,true,0.329
2152,00-0033858,Jonnu Smith,TE,TEN,2018,15,17,3,3,true,Unlabeled (IR),true,1,8,0.746,7.463,201901,6,0.774,2.733,0.844,0.657,0.683,0.911,0.804,0.563,1.099,0.978,true,0.366
2153,00-0033858,Jonnu Smith,TE,TEN,2020,13,13,1,0,false,Knee,false,1,8,0.754,9.238,202014,1,0.949,7.075,0.823,1.234,0.968,0.769,0.968,0.650,0.557,0.624,true,0.766
2154,00-0033858,Jonnu Smith,TE,NE,2022,17,17,1,0,false,Concussion,false,1,8,0.463,3.714,202301,0,1.319,8.225,1.081,1.449,1.557,1.189,1.384,1.168,1.189,1.535,true,2.214
2155,00-0033859,Josh Malone,WR,CIN,2018,10,13,4,0,false,Hamstring,false,1,8,0.149,0.667,201816,3,0.840,0.000,0.134,1.076,0.538,1.613,4.370,3.966,,,true,0.000
2156,00-0033869,Mitchell Trubisky,QB,CHI,2019,5,5,1,0,false,left Shoulder,false,1,8,1.000,11.765,201907,0,1.000,13.345,1.000,1.000,1.000,1.000,0.910,1.000,1.000,1.000,true,1.134
2157,00-0033869,Mitchell Trubisky,QB,CHI,2020,9,10,2,0,false,right Shoulder,false,1,8,0.935,17.000,202012,0,1.070,17.605,1.070,1.070,1.070,1.070,0.952,1.070,0.032,0.107,true,1.036
2158,00-0033869,Mitchell Trubisky,QB,BUF,2021,9,10,2,2,true,Unlabeled (IR),false,1,8,0.752,13.255,202111,3,0.405,3.907,0.146,0.066,0.080,1.329,1.329,1.329,0.691,0.558,true,0.295
2160,00-0033871,Corey Davis,WR,NYJ,2021,14,18,5,5,true,Groin,true,1,8,0.834,12.713,202201,1,0.924,13.275,0.816,0.948,1.043,0.888,0.912,1.019,0.264,0.816,true,1.044
2161,00-0033871,Corey Davis,WR,NYJ,2022,8,11,3,0,false,Knee,false,1,8,0.755,9.513,202212,0,0.854,5.325,0.901,1.073,0.159,1.285,1.113,1.020,,,true,0.560
2162,00-0033871,Corey Davis,WR,NYJ,2022,15,15,1,0,false,Concussion,false,1,8,0.715,8.475,202216,0,1.203,4.533,1.357,1.175,1.077,,,,,,true,0.535
2163,00-0033873,Patrick Mahomes,QB,KC,2019,8,8,1,0,false,Knee,false,1,8,0.954,23.465,201910,0,1.043,19.610,1.048,1.048,1.028,1.048,1.048,0.986,0.986,1.048,true,0.836
2164,00-0033873,Patrick Mahomes,QB,KC,2025,16,18,3,3,true,Knee,true,1,8,0.975,19.668,202601,,1.026,21.660,1.026,,,,,,,,true,1.101
2165,00-0033879,O.J. Howard,TE,TB,2017,16,17,2,2,true,Unlabeled (IR),true,1,8,0.698,9.929,201801,0,0.839,9.800,0.932,1.133,0.946,0.344,0.746,0.946,0.860,0.789,true,0.987
2166,00-0033879,O.J. Howard,TE,TB,2018,12,17,6,6,true,Unlabeled (IR),true,1,8,0.584,12.538,201901,0,1.435,5.275,1.370,1.576,1.285,1.507,1.388,1.285,1.696,0.411,true,0.421
2167,00-0033879,O.J. Howard,TE,TB,2019,8,9,2,0,false,Hamstring,false,1,8,0.760,7.463,201910,2,0.934,6.950,1.303,0.316,1.026,1.092,1.145,1.158,1.105,0.987,true,0.931
2168,00-0033879,O.J. Howard,TE,TB,2020,5,17,12,12,true,Achilles,true,1,8,0.719,7.775,202101,,0.383,1.733,0.125,0.237,0.264,0.904,0.821,0.904,0.710,0.640,true,0.223
2169,00-0033881,Evan Engram,TE,NYG,2017,17,17,1,0,false,Rib,true,1,8,0.830,13.400,201801,0,0.843,7.750,1.084,1.060,0.253,0.976,1.072,0.735,0.386,0.627,true,0.578
2170,00-0033881,Evan Engram,TE,NYG,2018,4,6,3,0,false,Knee,false,1,8,0.770,10.350,201807,0,0.854,8.825,1.052,1.156,0.792,0.416,0.675,0.896,0.857,0.935,true,0.853
2171,00-0033881,Evan Engram,TE,NYG,2018,13,13,1,0,false,Hamstring,false,1,8,0.665,9.175,201814,1,0.974,16.150,0.782,1.038,0.992,1.083,1.143,1.173,1.308,1.098,true,1.760
2172,00-0033881,Evan Engram,TE,NYG,2019,6,6,1,0,false,Knee,false,1,8,0.716,17.087,201907,0,1.166,7.375,1.159,1.229,0.963,1.312,1.354,1.187,1.173,1.131,true,0.432
2173,00-0033881,Evan Engram,TE,NYG,2019,10,17,7,2,false,Foot,true,1,8,0.801,14.938,202001,0,1.123,7.525,1.173,1.211,1.061,1.048,1.011,1.011,1.036,1.023,true,0.504
2174,00-0033881,Evan Engram,TE,NYG,2021,1,2,2,0,false,Calf,false,1,8,0.796,10.225,202103,1,0.851,6.100,0.703,0.854,0.929,0.917,0.766,0.980,1.030,1.130,true,0.597
2175,00-0033881,Evan Engram,TE,JAX,2024,3,4,2,0,false,Hamstring,false,1,8,0.797,16.588,202406,2,0.875,12.950,0.765,0.702,1.028,1.003,1.053,0.940,0.890,0.890,true,0.781
2176,00-0033881,Evan Engram,TE,JAX,2024,15,18,4,4,true,Unlabeled (IR),true,1,8,0.721,10.275,202501,,0.558,6.875,0.471,0.596,0.596,0.568,0.652,0.776,0.596,0.707,true,0.669
2177,00-0033881,Evan Engram,TE,DEN,2025,3,3,1,0,false,Back,false,1,8,0.691,9.362,202504,,0.676,9.825,0.622,0.593,0.680,0.810,0.622,0.738,0.637,0.579,true,1.049
2178,00-0033885,David Njoku,TE,CLE,2019,3,13,10,10,true,Concussion,false,1,8,0.785,9.450,201914,,0.306,5.667,0.471,0.089,0.293,0.369,0.510,0.764,0.752,0.446,true,0.600
2179,00-0033885,David Njoku,TE,CLE,2020,2,4,3,3,true,Unlabeled (IR),false,1,8,0.591,7.586,202005,2,0.795,4.050,0.490,0.677,1.015,0.998,0.592,0.863,1.015,0.693,true,0.534
2180,00-0033885,David Njoku,TE,CLE,2021,14,14,1,1,true,Unlabeled (IR),false,1,8,0.617,7.363,202115,0,1.166,5.450,1.619,0.923,1.166,0.955,1.441,1.522,1.425,1.490,true,0.740
2181,00-0033885,David Njoku,TE,CLE,2022,8,10,2,0,false,Ankle,false,1,8,0.824,10.125,202211,1,0.935,10.525,0.449,0.983,1.165,1.141,1.178,1.129,1.117,0.886,true,1.040
2182,00-0033885,David Njoku,TE,CLE,2022,13,13,1,0,false,Knee,false,1,8,0.784,10.363,202214,0,1.212,7.750,1.225,1.199,1.238,1.187,1.174,0.931,1.085,0.931,true,0.748
2183,00-0033885,David Njoku,TE,CLE,2024,2,4,3,0,false,Ankle,false,1,8,0.839,15.912,202405,1,0.841,12.800,0.501,0.882,0.978,1.001,0.918,1.025,1.168,1.097,true,0.804
2184,00-0033885,David Njoku,TE,CLE,2024,17,18,2,1,false,Knee,true,1,8,0.854,15.387,202501,0,0.955,6.700,0.984,0.960,0.890,0.984,1.124,0.515,0.691,0.796,true,0.435
2185,00-0033885,David Njoku,TE,CLE,2025,7,7,1,0,false,Knee,false,1,8,0.833,12.938,202508,,0.724,8.500,0.709,0.817,0.781,0.589,0.613,0.108,0.661,,true,0.657
2186,00-0033885,David Njoku,TE,CLE,2025,15,18,4,0,false,Knee,true,1,8,0.645,7.929,202601,,0.853,10.800,0.853,,,,,,,,true,1.362
2187,00-0033891,Zay Jones,WR,BUF,2017,10,10,1,0,false,Ankle,false,1,7,0.843,3.071,201711,0,0.958,9.100,0.973,0.985,1.151,0.724,0.842,0.890,0.890,1.115,true,2.963
2188,00-0033891,Zay Jones,WR,JAX,2023,3,4,2,0,false,Knee,false,1,8,0.858,14.725,202305,3,0.787,8.025,0.501,0.735,0.828,1.085,0.980,0.711,1.085,0.222,true,0.545
2189,00-0033891,Zay Jones,WR,JAX,2023,6,10,4,0,false,Knee,false,1,8,0.828,11.287,202311,1,0.940,7.175,0.761,0.858,1.124,1.015,0.737,1.124,0.230,0.314,true,0.636
2190,00-0033891,Zay Jones,WR,ARI,2024,1,6,6,5,true,Not injury related - other,false,1,8,0.712,8.425,202407,,0.361,0.650,0.267,0.365,0.267,0.547,0.533,0.547,0.477,0.421,true,0.077
2191,00-0033891,Zay Jones,WR,ARI,2025,4,4,1,0,false,Concussion,false,1,8,0.421,3.300,202505,0,1.395,8.133,1.187,1.875,1.282,1.234,0.332,,,,true,2.465
2192,00-0033891,Zay Jones,WR,ARI,2025,11,18,8,8,true,Knee,true,1,8,0.551,6.483,,,,,,,,,,,,,false,
2193,00-0033893,Dalvin Cook,RB,MIN,2017,5,17,12,12,true,Unlabeled (IR),true,1,3,0.693,17.667,201801,0,0.826,10.600,1.154,0.981,0.346,0.822,1.269,0.851,1.111,1.240,true,0.600
2194,00-0033893,Dalvin Cook,RB,MIN,2018,3,3,1,0,false,Hamstring,false,1,5,0.672,15.780,201804,2,0.848,8.875,0.357,0.848,1.310,0.878,1.146,1.280,0.908,1.116,true,0.562
2195,00-0033893,Dalvin Cook,RB,MIN,2018,7,8,2,0,false,Hamstring,false,1,6,0.673,15.150,201809,1,1.043,13.025,0.847,1.307,0.876,1.144,1.277,0.906,1.114,1.381,true,0.860
2196,00-0033893,Dalvin Cook,RB,MIN,2019,16,17,2,0,false,Shoulder,true,1,8,0.666,20.238,202001,0,1.073,23.350,0.871,1.201,1.111,1.111,0.615,1.321,0.991,1.201,true,1.154
2197,00-0033893,Dalvin Cook,RB,MIN,2020,6,6,1,0,false,Groin,false,1,8,0.625,18.287,202008,0,1.256,32.000,1.408,1.056,1.280,1.280,1.008,1.392,1.088,1.216,true,1.750
2198,00-0033893,Dalvin Cook,RB,MIN,2020,17,17,1,0,false,Not Injury Related,true,1,8,0.760,26.000,202101,0,0.891,16.475,0.934,1.013,0.645,0.974,0.934,1.053,1.079,1.000,true,0.634
2199,00-0033893,Dalvin Cook,RB,MIN,2021,13,13,1,0,false,Shoulder,false,1,8,0.725,16.525,202114,0,0.945,14.950,1.062,1.228,0.745,0.745,1.062,0.952,0.841,0.869,true,0.905
2200,00-0033893,Dalvin Cook,RB,MIN,2021,16,16,1,1,true,Shoulder,false,1,8,0.703,18.062,202117,2,0.904,8.725,0.769,0.769,1.096,0.982,0.868,0.897,0.811,1.238,true,0.483
2201,00-0033895,Gerald Everett,TE,LA,2019,13,15,3,0,false,Knee,false,1,8,0.618,9.838,201916,7,0.498,2.367,0.097,0.534,0.696,0.664,0.939,0.713,0.810,1.231,true,0.241
2202,00-0033895,Gerald Everett,TE,SEA,2021,4,5,2,2,true,Unlabeled (IR),false,1,8,0.672,4.975,202106,1,0.963,6.700,0.714,0.877,1.145,1.115,1.279,1.175,1.145,0.922,true,1.347
2203,00-0033895,Gerald Everett,TE,LAC,2023,11,11,1,0,false,Chest,false,1,8,0.571,7.487,202312,0,1.133,10.175,1.120,1.120,1.190,1.103,1.225,1.208,0.088,1.068,true,1.359
2204,00-0033896,Adam Shaheen,TE,CHI,2018,1,10,9,9,true,Unlabeled (IR),false,1,8,0.375,5.275,201811,3,0.873,5.467,0.693,0.773,0.827,1.200,1.200,1.520,1.227,0.880,true,1.036
2205,00-0033896,Adam Shaheen,TE,CHI,2018,12,12,1,0,false,Concussion,false,1,8,0.405,7.100,201813,2,0.926,5.267,0.716,0.765,1.111,1.111,1.407,1.136,0.815,0.864,true,0.742
2206,00-0033896,Adam Shaheen,TE,CHI,2019,11,17,7,4,false,Foot,true,1,8,0.364,2.629,202001,6,0.749,0.700,0.522,0.632,1.072,0.770,1.567,0.797,0.907,1.072,true,0.266
2207,00-0033896,Adam Shaheen,TE,MIA,2021,1,1,1,1,true,Unlabeled (IR),false,1,8,0.373,2.714,202102,1,0.926,1.750,0.725,0.913,1.020,1.047,1.879,1.584,1.289,1.477,true,0.645
2208,00-0033896,Adam Shaheen,TE,MIA,2021,12,12,1,0,false,Knee,false,1,8,0.463,3.350,202116,,0.786,,0.627,0.670,1.059,,,,,,true,
2209,00-0033896,Adam Shaheen,TE,MIA,2022,1,18,17,17,true,Unlabeled (IR),true,1,8,0.494,3.833,,,,,,,,,,,,,false,
2210,00-0033897,Joe Mixon,RB,CIN,2017,14,14,1,0,false,Concussion,false,1,8,0.600,12.325,201716,4,0.704,12.375,0.117,0.533,1.317,0.850,1.300,1.150,1.283,1.383,true,1.004
2211,00-0033897,Joe Mixon,RB,CIN,2018,3,4,2,0,false,Knee,false,1,8,0.521,12.750,201805,0,1.472,18.950,1.496,1.324,1.477,1.592,1.285,1.189,1.381,1.094,true,1.486
2212,00-0033897,Joe Mixon,RB,CIN,2020,7,17,9,7,false,Foot,true,2,8,0.655,17.900,202101,0,1.164,14.300,1.191,1.282,1.130,1.053,0.427,0.962,0.824,1.160,true,0.799
2213,00-0033897,Joe Mixon,RB,CIN,2021,18,18,1,1,true,Unlabeled (IR),true,1,8,0.686,20.800,202201,0,1.086,14.250,1.064,1.107,0.962,1.209,1.020,1.049,1.049,1.049,true,0.685
2214,00-0033897,Joe Mixon,RB,CIN,2022,12,12,1,0,false,Concussion,false,1,8,0.720,18.775,202214,4,0.819,14.650,0.806,0.889,0.819,0.764,0.875,1.083,1.042,1.097,true,0.780
2215,00-0033897,Joe Mixon,RB,HOU,2024,5,5,1,0,false,Ankle,false,1,8,0.645,19.188,202406,1,0.930,23.400,0.651,1.023,1.178,0.868,1.178,1.256,1.194,1.163,true,1.220
2216,00-0033897,Joe Mixon,RB,HOU,2025,1,18,17,17,true,Unlabeled (IR),true,1,8,0.679,15.613,,,,,,,,,,,,,false,
2217,00-0033906,Alvin Kamara,RB,NO,2019,7,7,1,0,false,Ankle,false,1,8,0.704,20.290,201910,0,1.034,17.300,1.123,0.895,0.952,1.165,1.080,0.895,0.895,0.583,true,0.853
2218,00-0033906,Alvin Kamara,RB,NO,2020,17,17,1,1,true,Unlabeled (IR),true,1,8,0.623,18.900,202101,0,1.317,14.475,1.173,1.349,1.349,1.398,1.414,1.317,1.076,1.092,true,0.766
2219,00-0033906,Alvin Kamara,RB,NO,2021,10,12,3,0,false,Knee,false,1,8,0.781,24.225,202114,3,0.874,14.625,0.947,0.781,0.768,0.998,0.998,0.794,0.896,0.934,true,0.604
2220,00-0033906,Alvin Kamara,RB,NO,2023,1,3,3,3,true,Unlabeled (IR),false,1,8,0.691,10.338,202304,0,1.052,21.700,1.085,0.911,1.157,1.056,0.839,0.709,1.099,0.926,true,2.099
2221,00-0033906,Alvin Kamara,RB,NO,2024,16,17,2,0,false,Groin,false,1,8,0.719,16.137,202501,0,1.085,11.875,1.099,1.197,1.030,1.016,0.779,0.863,1.169,0.710,true,0.736
2222,00-0033906,Alvin Kamara,RB,NO,2025,13,18,6,0,false,Knee,true,1,8,0.653,8.438,,,,,,,,,,,,,false,
2223,00-0033908,Cooper Kupp,WR,LA,2018,7,7,1,0,false,Knee,false,1,8,0.881,18.562,201809,0,1.038,14.500,1.135,0.942,1.010,1.067,1.112,1.089,0.749,0.965,true,0.781
2224,00-0033908,Cooper Kupp,WR,LA,2018,11,17,6,5,false,Knee,true,1,8,0.846,17.837,201901,0,1.114,22.300,1.052,1.111,1.158,1.134,0.780,1.004,0.733,1.146,true,1.250
2225,00-0033908,Cooper Kupp,WR,LA,2020,17,17,1,1,true,Unlabeled (IR),true,1,8,0.756,14.250,202101,0,1.230,25.650,1.243,1.322,1.084,1.269,1.164,1.098,1.283,1.150,true,1.800
2226,00-0033908,Cooper Kupp,WR,LA,2022,11,4,12,12,true,Hamstring,false,2,8,0.985,24.813,202305,0,1.003,15.150,0.964,1.015,1.015,1.015,0.853,0.274,0.893,0.995,true,0.611
2227,00-0033908,Cooper Kupp,WR,LA,2024,3,5,3,0,false,Ankle,false,1,8,0.885,16.125,202408,1,0.879,20.275,0.655,1.040,1.017,0.802,1.073,1.028,0.938,0.960,true,1.257
2228,00-0033911,Taywan Taylor,WR,CLE,2020,13,1,6,5,false,Neck,false,2,8,0.389,3.180,,,,,,,,,,,,,false,
2230,00-0033921,Chris Godwin Jr.,WR,TB,2019,16,17,2,0,false,Hamstring,true,1,8,0.948,17.363,202001,0,0.844,16.225,0.992,0.855,0.665,0.865,0.992,0.950,1.045,0.971,true,0.934
2231,00-0033921,Chris Godwin Jr.,WR,TB,2020,4,5,2,0,false,Hamstring,false,1,8,0.897,16.812,202006,1,0.916,13.975,0.702,0.914,1.047,1.003,1.103,1.025,0.958,0.981,true,0.831
2232,00-0033921,Chris Godwin Jr.,WR,TB,2020,8,8,1,0,false,Finger,false,1,8,0.841,16.800,202009,0,1.114,14.575,1.117,1.070,1.177,1.094,1.022,1.046,0.785,1.046,true,0.868
2233,00-0033921,Chris Godwin Jr.,WR,TB,2021,16,18,3,3,true,Unlabeled (IR),true,1,8,0.911,18.713,202201,3,0.700,11.800,0.340,0.911,0.571,0.977,1.032,0.988,1.010,0.977,true,0.631
2234,00-0033921,Chris Godwin Jr.,WR,TB,2022,2,3,2,0,false,Hamstring,false,1,8,0.825,18.913,202204,2,0.964,13.050,1.006,0.630,1.079,1.139,1.091,1.115,1.079,1.164,true,0.690
2235,00-0033921,Chris Godwin Jr.,WR,TB,2024,8,3,13,10,true,Ankle,false,2,8,0.859,19.113,202504,0,0.757,6.225,0.943,0.897,0.419,0.769,0.803,1.118,0.745,0.920,true,0.326
2236,00-0033921,Chris Godwin Jr.,WR,TB,2025,6,11,5,0,false,Fibula,false,1,8,0.863,17.925,202512,,0.774,9.550,0.417,0.765,0.800,1.113,0.742,0.916,0.812,0.997,true,0.533
2237,00-0033923,Kareem Hunt,RB,CLE,2021,7,11,5,5,true,Calf,false,1,8,0.444,14.812,202112,2,0.901,9.550,0.856,0.451,1.262,1.037,0.992,1.104,1.104,0.969,true,0.645
2238,00-0033923,Kareem Hunt,RB,CLE,2021,15,16,2,2,true,Ankle,false,1,8,0.482,13.913,202201,0,1.010,12.575,1.161,0.953,0.912,1.016,1.016,0.891,0.974,0.953,true,0.904
2239,00-0033925,D'Onta Foreman,RB,HOU,2017,12,13,18,18,true,Unlabeled (IR),false,2,8,0.225,4.800,201816,6,0.967,6.200,2.133,0.444,0.667,0.622,0.044,0.311,0.933,1.556,true,1.292
2241,00-0033932,Kenny Golladay,WR,DET,2020,2,2,1,0,false,Hamstring,false,1,8,0.926,15.250,202003,5,0.845,16.450,0.788,0.885,0.799,0.907,0.324,0.918,0.907,0.745,true,1.079
2242,00-0033932,Kenny Golladay,WR,DET,2020,9,17,9,0,false,Hip,true,1,8,0.794,14.975,202101,0,1.039,11.300,1.071,1.058,0.869,1.159,0.441,0.693,0.957,0.970,true,0.755
2243,00-0033932,Kenny Golladay,WR,NYG,2021,6,8,3,0,false,Knee,false,1,8,0.750,11.662,202109,1,0.887,5.425,0.733,1.013,1.027,0.773,1.173,1.200,1.067,1.067,true,0.465
2244,00-0033932,Kenny Golladay,WR,NYG,2022,5,8,4,0,false,Knee,false,1,8,0.654,3.771,202210,,0.489,2.450,0.581,0.658,0.459,0.260,0.031,0.046,0.168,1.530,true,0.650
2245,00-0033933,Chad Williams,WR,ARI,2018,10,12,3,0,false,Ankle,false,1,8,0.709,3.025,201816,,0.668,4.233,0.776,1.086,0.141,,,,,,true,1.399
2246,00-0033936,C.J. Beathard,QB,JAX,2021,18,18,1,1,true,Unlabeled (IR),true,1,8,0.504,8.263,202203,,0.208,-0.250,0.020,0.139,0.079,0.596,0.139,0.099,0.099,0.218,true,-0.030
2247,00-0033937,Amara Darboh,WR,SEA,2018,2,17,15,15,true,Unlabeled (IR),true,1,8,0.167,1.550,,,,,,,,,,,,,false,
2248,00-0033943,Josh Reynolds,WR,DET,2021,17,17,1,1,true,Thigh,false,1,8,0.591,8.714,202118,0,1.328,8.575,1.404,1.353,1.218,1.336,1.421,1.539,1.353,1.353,true,0.984
2249,00-0033943,Josh Reynolds,WR,DET,2022,10,10,1,0,false,Back,false,1,8,0.810,9.750,202212,7,0.648,10.500,0.136,0.975,0.753,0.728,0.753,0.543,0.494,0.864,true,1.077
2250,00-0033943,Josh Reynolds,WR,DEN,2024,6,13,8,8,true,Hand,false,1,8,0.647,6.100,202415,3,0.703,0.700,0.510,0.664,0.741,0.896,1.498,1.035,1.143,1.359,true,0.115
2251,00-0033943,Josh Reynolds,WR,NYJ,2025,2,3,2,0,false,Hamstring,false,1,8,0.489,4.129,202504,0,1.657,4.825,1.371,1.514,1.801,1.944,,,,,true,1.169
2252,00-0033943,Josh Reynolds,WR,NYJ,2025,8,18,10,10,true,Hip,true,1,8,0.635,2.757,,,,,,,,,,,,,false,
2253,00-0033948,Jamaal Williams,RB,GB,2019,5,5,1,0,false,Concussion,false,1,8,0.604,10.988,201906,,0.766,18.050,0.878,0.663,0.795,0.729,0.828,0.795,0.696,0.696,true,1.643
2254,00-0033948,Jamaal Williams,RB,GB,2020,9,9,1,1,true,Not Injury Related,false,1,8,0.472,9.250,202010,0,0.942,9.000,1.016,1.058,0.974,0.720,0.635,0.127,0.550,0.741,true,0.973
